Gene	Chr	Strand	MaxPosition	Fit.max.pos	Fit.start	Fit.end	mu	sigma	k	exon.intron	exon.pos	LogLik	polyA_ID
Pxmp4	chr2	-1	154595465	154595456	154595264	154596280	291.160679142262	64.9562034091402	705.585246289222	across-junctions	(154595264,154595569)(154596202,154596280)	-2503.29969358985	Pxmp4:chr2:154595264-154596280:-1
Pxmp4	chr2	-1	154587782	154587791	154587590	154587992	309.909851383243	67.1577392055147	519.314376653981	no-junctions	NA	-2738.30395854622	Pxmp4:chr2:154587590-154587992:-1
Pxmp4	chr2	-1	154586862	154586864	154586660	154587068	302.920051126142	68.3265468177061	266.91503330431	no-junctions	NA	-2716.72714538887	Pxmp4:chr2:154586660-154587068:-1
Gm38393	chr7	-1	59983397	59983400	59983089	59985150	303.439317241478	73.2551804008108	73110.8792885022	across-junctions	(59983089,59983276)(59983369,59983493)(59985025,59985150)	-5296.6468969373	Gm38393:chr7:59983089-59985150:-1
Gm38393	chr7	-1	59988631	59988636	59987393	59988840	305.208018752086	68.2687491187515	5514.88921002926	across-junctions	(59987393,59987562)(59988602,59988840)	-4344.12064348092	Gm38393:chr7:59987393-59988840:-1
S100a3	chr3	1	90602516	90602504	90602306	90602702	288.987309792063	66.2274111790497	255.230208339309	no-junctions	NA	-1569.43245000256	S100a3:chr3:90602306-90602702:1
Vps9d1	chr8	-1	123242542	123242435	123242356	123242642	193.425996202604	69.9345843709504	2100.48928021924	no-junctions	NA	-2685.14027390661	Vps9d1:chr8:123242356-123242642:-1
Lgals9	chr11	-1	78963158	78963064	78962974	78963283	206.004315565056	73.810210306614	557.197842054955	no-junctions	NA	-1867.05723370863	Lgals9:chr11:78962974-78963283:-1
Snrnp27	chr6	-1	86675394	86675351	86675151	86675573	257.26266781315	74.1340898611737	11777.068954594	no-junctions	NA	-4186.6843333688	Snrnp27:chr6:86675151-86675573:-1
Gramd1a	chr7	-1	31130308	31130205	31130127	31130412	197.799434918145	69.1588794271584	5707.26262162931	no-junctions	NA	-3241.40566701331	Gramd1a:chr7:31130127-31130412:-1
Srr	chr11	-1	74906983	74906984	74906777	74907191	301.765520505893	69.7341491204232	924.194382513823	no-junctions	NA	-2740.1680259915	Srr:chr11:74906777-74907191:-1
Srr	chr11	-1	74908363	74908373	74908121	74908625	310.53482416775	84.973399956952	394.666698588813	no-junctions	NA	-3278.44785167381	Srr:chr11:74908121-74908625:-1
Srr	chr11	-1	74908752	74908755	74908557	74909106	303.29084462503	66.2024185458532	284.361115762248	across-junctions	(74908557,74908842)(74908996,74909106)	-2842.22610925397	Srr:chr11:74908557-74909106:-1
Srr	chr11	-1	74910639	74910635	74910371	74910899	296.737707018826	88.2977652179492	204.884792744658	no-junctions	NA	-1924.68330379213	Srr:chr11:74910371-74910899:-1
Slc9a3r2	chr17	-1	24639977	24639970	24639763	24640177	293.566645390571	69.596410453761	4461.99118837241	no-junctions	NA	-3703.0397033426	Slc9a3r2:chr17:24639763-24640177:-1
Slc9a3r2	chr17	-1	24639493	24639389	24639286	24639596	196.065219979623	69.5210999441868	3419.87085050321	no-junctions	NA	-2808.09026223681	Slc9a3r2:chr17:24639286-24639596:-1
Glmp	chr3	1	88328441	88328443	88328233	88328653	302.564434894698	70.8973156099787	4649.56760006967	no-junctions	NA	-3744.04359099929	Glmp:chr3:88328233-88328653:1
Tubb6	chr18	1	67402552	67402557	67402359	67402749	305.479926464341	66.6987487602256	2607.59855341135	no-junctions	NA	-2572.5826469333	Tubb6:chr18:67402359-67402749:1
Itfg2	chr6	-1	128409644	128409543	128409444	128409762	199.854452379708	73.8098684851752	1095.56708546266	no-junctions	NA	-2300.78118796457	Itfg2:chr6:128409444-128409762:-1
Gstt1	chr10	-1	75784000	75783888	75783813	75784089	188.033324859951	67.3319901410035	1534.79836400704	no-junctions	NA	-2406.89052388427	Gstt1:chr10:75783813-75784089:-1
Tcirg1	chr19	-1	3896306	3896110	3896050	3896392	182.618218048069	68.0134584436138	499.779880608852	across-junctions	(3896050,3896191)(3896270,3896392)	-1950.73083960914	Tcirg1:chr19:3896050-3896392:-1
Capns1	chr7	-1	30187150	30187074	30186936	30187290	224.324635413754	72.4899836364847	8974.00512730867	no-junctions	NA	-3528.18002483138	Capns1:chr7:30186936-30187290:-1
Pdzd4	chrX	-1	73793533	73793420	73793359	73793645	187.874433283511	75.3620505140545	869.193721437072	no-junctions	NA	-2347.91495012825	Pdzd4:chrX:73793359-73793645:-1
Cinp	chr12	-1	110873347	110873344	110873128	110873560	297.647110129971	72.9800714367861	917.307425331668	no-junctions	NA	-2903.01576256309	Cinp:chr12:110873128-110873560:-1
Cinp	chr12	-1	110873843	110873840	110873606	110874074	297.045851570252	78.3091246195728	337.459022553504	no-junctions	NA	-2107.75219288459	Cinp:chr12:110873606-110874074:-1
Cinp	chr12	-1	110875205	110875231	110874973	110877054	326.045512487006	86.568566989849	213.71482760672	across-junctions	(110874973,110875275)(110876841,110877054)	-2647.35093306679	Cinp:chr12:110874973-110877054:-1
Kif26a	chr12	1	112181574	112181569	112181359	112181747	295.906890571309	70.4782568721293	491.005623128565	no-junctions	NA	-1993.18411064885	Kif26a:chr12:112181359-112181747:1
Kif26a	chr12	1	112181087	112181096	112180877	112181315	309.813393113223	73.2953555941583	253.880275268096	no-junctions	NA	-1802.09990793147	Kif26a:chr12:112180877-112181315:1
Trim27	chr13	1	21192659	21192670	21192466	21192874	311.941302984103	68.9349896449236	1707.52469666017	no-junctions	NA	-2933.33431326301	Trim27:chr13:21192466-21192874:1
Tbc1d7	chr13	-1	43151927	43151807	43151740	43151957	180.862345249986	50.0697512353745	3174.88318053602	no-junctions	NA	-3344.77283078468	Tbc1d7:chr13:43151740-43151957:-1
Tbc1d7	chr13	-1	43153073	43153101	43153014	43153182	1121.80330777265	29.9125064283268	1537.30076309199	no-junctions	NA	-7633.89839602753	Tbc1d7:chr13:43153014-43153182:-1
Ogn	chr13	1	49624268	49624288	49624048	49624501	320.287761209733	80.4652104133755	593.966327081017	no-junctions	NA	-2579.96051666015	Ogn:chr13:49624048-49624501:1
Nsd1	chr13	1	55318139	55318135	55317940	55318325	296.483303244564	65.8462829483115	1411.3893205366	no-junctions	NA	-2404.28435445036	Nsd1:chr13:55317940-55318325:1
Nsd1	chr13	1	55313830	55313812	55313557	55314067	282.448256120578	85.9116213976176	442.134854942692	no-junctions	NA	-3090.17102685621	Nsd1:chr13:55313557-55314067:1
Nsd1	chr13	1	55238692	55234006	55213940	55238987	274.562254734169	107.532294835999	257.323659413426	across-junctions	(55213940,55214149)(55233895,55234029)(55238690,55238987)	-2612.30212781287	Nsd1:chr13:55213940-55238987:1
Nsd1	chr13	1	55240659	55240663	55240471	55240855	304.331227295164	64.853887893542	254.790649006342	no-junctions	NA	-2071.68915243037	Nsd1:chr13:55240471-55240855:1
Lman2l	chr1	-1	36423381	36423384	36423189	36423579	303.463272690144	65.5081463215859	1542.91563118707	no-junctions	NA	-2902.86205550385	Lman2l:chr1:36423189-36423579:-1
Golm1	chr13	-1	59635182	59635183	59634982	59635384	301.784354309245	67.0680578433845	303.11725865212	no-junctions	NA	-2123.43686243214	Golm1:chr13:59634982-59635384:-1
Slc26a3	chr12	1	31420113	31420116	31420011	31420221	303.342954817398	35.9796376620874	319.063674380075	no-junctions	NA	-2049.77913943426	Slc26a3:chr12:31420011-31420221:1
Ccdc127	chr13	1	74357513	74357500	74357227	74357773	287.659723804937	91.5886270004099	1019.7933534469	no-junctions	NA	-3411.38800395341	Ccdc127:chr13:74357227-74357773:1
Ccdc127	chr13	1	74359466	74359474	74359267	74359681	308.854211765545	69.1652235917407	811.414444249794	no-junctions	NA	-2850.95833441206	Ccdc127:chr13:74359267-74359681:1
Ccdc127	chr13	1	74365596	74365592	74365397	74365783	296.313661321151	65.2992084130731	393.155248901992	no-junctions	NA	-1939.20377982557	Ccdc127:chr13:74365397-74365783:1
Ccdc127	chr13	1	74362520	74362505	74362271	74362739	285.141752354011	78.2418579564688	239.756909853939	no-junctions	NA	-2326.86361927478	Ccdc127:chr13:74362271-74362739:1
Myg1	chr15	1	102337678	102337670	102337319	102337895	292.425431587876	75.8751052567424	1434.95379619046	across-junctions	(102337319,102337509)(102337636,102337895)	-3591.60809953395	Myg1:chr15:102337319-102337895:1
Myg1	chr15	1	102337978	102338010	102337923	102338097	332.365265894653	29.2693987199734	185.196864189939	no-junctions	NA	-2162.74204774885	Myg1:chr15:102337923-102338097:1
Vps50	chr6	1	3603133	3603128	3602921	3603335	295.791347645647	69.1540675512542	1723.93481478083	no-junctions	NA	-3375.31768402932	Vps50:chr6:3602921-3603335:1
Kpnb1	chr11	-1	97161733	97161732	97161522	97161942	299.286293773595	70.8832029829689	1605.02736085097	no-junctions	NA	-3296.41838392117	Kpnb1:chr11:97161522-97161942:-1
Kpnb1	chr11	-1	97159890	97159777	97159714	97159975	187.999872911697	66.6874925595844	1577.07804161391	no-junctions	NA	-2375.6131483524	Kpnb1:chr11:97159714-97159975:-1
Jup	chr11	-1	100370813	100370810	100370585	100371035	297.054215072911	75.4977275847737	4421.85329766688	no-junctions	NA	-3834.8710478287	Jup:chr11:100370585-100371035:-1
Brpf1	chr6	1	113324623	113324588	113324240	113324860	265.401370930574	116.362975204789	821.277244879223	no-junctions	NA	-2859.88068522793	Brpf1:chr6:113324240-113324860:1
Ubl3	chr5	-1	148504838	148504738	148504635	148504945	200.0798461066	69.0138208828398	15644.1691174215	no-junctions	NA	-3788.5991528127	Ubl3:chr5:148504635-148504945:-1
Rin2	chr2	1	145887415	145887427	145887223	145887616	312.004672555897	68.7999347625553	1546.31646313864	no-junctions	NA	-2611.49333310604	Rin2:chr2:145887223-145887616:1
Nacc1	chr8	-1	84670685	84670598	84670479	84670754	213.430559031932	52.8382738101022	829.937959704871	no-junctions	NA	-2662.61950093619	Nacc1:chr8:84670479-84670754:-1
Grik3	chr4	1	125504936	125504918	125504807	125505029	282.871314083352	37.4434589085016	18233.8122766058	no-junctions	NA	-4759.14517697468	Grik3:chr4:125504807-125505029:1
Grik3	chr4	1	125713987	125713985	125713781	125714173	298.905797080659	68.1857531818514	2750.9936244029	no-junctions	NA	-2868.47263270398	Grik3:chr4:125713781-125714173:1
Vwf	chr6	1	125686483	125686481	125685824	125686679	298.109042186469	71.7999009435714	635.508490529642	across-junctions	(125685824,125685906)(125686351,125686679)	-1975.1648314468	Vwf:chr6:125685824-125686679:1
Fam98a	chr17	-1	75537276	75537174	75537086	75537366	198.897664238875	64.1635449433605	927.450792416133	no-junctions	NA	-2379.04794890902	Fam98a:chr17:75537086-75537366:-1
Sdf2	chr11	1	78255298	78255298	78255097	78255496	300.607516691646	67.6093665155938	8551.5481463392	no-junctions	NA	-3422.20039416878	Sdf2:chr11:78255097-78255496:1
Tmem25	chr9	-1	44793955	44793853	44793769	44794045	198.725932168508	64.9183931858659	2690.07032147479	no-junctions	NA	-2984.7242302455	Tmem25:chr9:44793769-44794045:-1
Spi1	chr2	1	91115599	91115555	91115294	91115756	256.278043373529	87.8203002757736	331.508394730898	no-junctions	NA	-2202.52316865758	Spi1:chr2:91115294-91115756:1
Peg3	chr7	-1	6704087	6703982	6703892	6704189	195.566407899861	69.392887726742	5263.6758410161	no-junctions	NA	-3238.80696649771	Peg3:chr7:6703892-6704189:-1
Irf9	chr14	1	55609842	55609840	55609651	55610029	298.478867586557	63.5147000504558	726.655211692106	no-junctions	NA	-2307.4788170899	Irf9:chr14:55609651-55610029:1
Snrpd1	chr18	1	10627808	10627810	10623632	10628092	302.573825420985	94.80123868306	19617.8970622537	across-junctions	(10623632,10623706)(10626826,10627016)(10627794,10628092)	-5163.38962714253	Snrpd1:chr18:10623632-10628092:1
Mrpl2	chr17	1	46649950	46649944	46648695	46650139	294.242093505049	69.284489453887	4054.21098062999	across-junctions	(46648695,46648768)(46649035,46649107)(46649884,46650139)	-2923.99807229346	Mrpl2:chr17:46648695-46650139:1
Nab1	chr1	-1	52457463	52457352	52457294	52457547	189.200907238421	65.8577261272025	1495.62710622252	no-junctions	NA	-2396.97164169722	Nab1:chr1:52457294-52457547:-1
Nab1	chr1	-1	52458653	52458701	52458377	52459025	348.718362926445	108.229498363393	288.63035999923	no-junctions	NA	-3042.64129185373	Nab1:chr1:52458377-52459025:-1
Med25	chr7	-1	44879993	44879999	44879382	44880351	306.506583761527	68.9332960639217	3298.83595021613	across-junctions	(44879382,44879513)(44879927,44880103)(44880252,44880351)	-3487.66144423412	Med25:chr7:44879382-44880351:-1
Med25	chr7	-1	44876959	44876860	44876765	44877085	201.851250863565	75.9489706318254	930.671157354537	no-junctions	NA	-2515.08931706999	Med25:chr7:44876765-44877085:-1
Rab8a	chr8	1	72181107	72181106	72180887	72181325	299.984061106221	73.7008460993608	2126.59895949053	no-junctions	NA	-3313.94871409243	Rab8a:chr8:72180887-72181325:1
Rab8a	chr8	1	72180656	72180651	72180444	72180858	295.53998786489	69.0746975852186	1113.67387088209	no-junctions	NA	-3205.86407928885	Rab8a:chr8:72180444-72180858:1
Rab8a	chr8	1	72175843	72174594	72171161	72176432	288.070257699387	69.1316415259546	326.414236592528	across-junctions	(72171161,72171299)(72174526,72174602)(72175840,72175928)(72176323,72176432)	-2469.90061296063	Rab8a:chr8:72171161-72176432:1
Pafah1b2	chr9	-1	45965517	45965510	45965312	45965708	293.195391536608	66.2696779183948	5759.51291354171	no-junctions	NA	-3871.7145487365	Pafah1b2:chr9:45965312-45965708:-1
Pafah1b2	chr9	-1	45968391	45968398	45968173	45968623	307.493605562501	75.2993946929177	2713.92461749314	no-junctions	NA	-3873.92179342745	Pafah1b2:chr9:45968173-45968623:-1
Pafah1b2	chr9	-1	45966514	45966517	45966313	45966721	303.300639052721	68.1758045411643	965.991618649228	no-junctions	NA	-2960.50361312926	Pafah1b2:chr9:45966313-45966721:-1
Pafah1b2	chr9	-1	45968715	45968740	45968614	45968866	325.215920682227	42.20301960024	382.366076105578	no-junctions	NA	-3206.01921866379	Pafah1b2:chr9:45968614-45968866:-1
Pafah1b2	chr9	-1	45967792	45967713	45967266	45968160	221.278290779639	149.712683952029	243.083513652003	no-junctions	NA	-3145.73569981801	Pafah1b2:chr9:45967266-45968160:-1
Fcgrt	chr7	-1	45093232	45093186	45092990	45093829	254.018273194313	72.4764125725286	1916.01818593975	across-junctions	(45092990,45093354)(45093782,45093829)	-2991.05426856037	Fcgrt:chr7:45092990-45093829:-1
Fcgrt	chr7	-1	45103026	45103027	45102826	45103228	301.972563748679	67.7645050824555	424.899890693383	no-junctions	NA	-2451.27878795381	Fcgrt:chr7:45102826-45103228:-1
Ier3	chr17	1	35822723	35822730	35822532	35822923	307.527932636773	66.9319653390609	867.192098988557	no-junctions	NA	-2335.74623920152	Ier3:chr17:35822532-35822923:1
Crot	chr5	-1	8966226	8966146	8966033	8966434	220.977060364151	96.6271804650029	1216.47118491532	no-junctions	NA	-3130.9644566908	Crot:chr5:8966033-8966434:-1
Crot	chr5	-1	8966526	8966561	8966465	8966657	335.011402310645	32.978857588779	152.687572514876	no-junctions	NA	-2751.98891302345	Crot:chr5:8966465-8966657:-1
Brd8	chr18	-1	34600017	34600021	34599817	34600225	304.065267520419	68.33241517811	1993.39314655649	no-junctions	NA	-3010.76839037466	Brd8:chr18:34599817-34600225:-1
Brd8	chr18	-1	34598790	34598681	34598615	34598885	191.586398283644	68.5799595020236	444.573109319739	no-junctions	NA	-1816.80929603113	Brd8:chr18:34598615-34598885:-1
Ppfia3	chr7	-1	45339339	45339301	45339122	45339670	262.279249818719	123.382269313214	1269.35828817192	no-junctions	NA	-3228.81399198946	Ppfia3:chr7:45339122-45339670:-1
Ppfia3	chr7	-1	45359006	45359008	45358945	45359071	302.340707912389	21.2396597224976	936.749865707337	no-junctions	NA	-3303.91823373983	Ppfia3:chr7:45358945-45359071:-1
C330007P06Rik	chrX	-1	36839115	36839114	36839015	36839213	299.442564644581	33.4727845407238	26142.7449658942	no-junctions	NA	-5031.07956254336	C330007P06Rik:chrX:36839015-36839213:-1
C330007P06Rik	chrX	-1	36848734	36848745	36848529	36848961	311.124057160404	72.5329455690248	1395.24747546074	no-junctions	NA	-3168.14625865453	C330007P06Rik:chrX:36848529-36848961:-1
Slc5a6	chr5	-1	31036223	31036114	31036036	31036312	191.511715245257	66.1472935166447	1455.32005778753	no-junctions	NA	-2531.74992243729	Slc5a6:chr5:31036036-31036312:-1
Slc5a6	chr5	-1	31042430	31042422	31042350	31042494	292.756274614901	24.9980023845683	509.802527452133	no-junctions	NA	-3115.18203937956	Slc5a6:chr5:31042350-31042494:-1
Acot13	chr13	-1	24818147	24818042	24817948	24820764	195.331028619415	66.258165841886	22082.8956770169	across-junctions	(24817948,24818190)(24820715,24820764)	-3947.82500852633	Acot13:chr13:24817948-24820764:-1
Psmd2	chr16	1	20663227	20663222	20662686	20663414	295.516094928778	71.5490354593341	6476.39223166199	across-junctions	(20662686,20662739)(20663063,20663414)	-3162.27880105142	Psmd2:chr16:20662686-20663414:1
Pcdha11	chr18	1	37187483	37187467	37187263	37187657	284.096505824547	68.7156354507633	2012.57818479815	no-junctions	NA	-2417.4917222834	Pcdha11:chr18:37187263-37187657:1
Pcdha11	chr18	1	37186699	37186711	37186456	37186966	312.461940613755	85.6565757888991	1204.95130277951	no-junctions	NA	-3956.63581835577	Pcdha11:chr18:37186456-37186966:1
Pcdha11	chr18	1	37187003	37187049	37186914	37187184	346.571699595425	45.7914499039694	337.470554272618	no-junctions	NA	-3226.37287460251	Pcdha11:chr18:37186914-37187184:1
Tgfbr1	chr4	1	47414748	47414741	47414540	47414931	293.639449149727	67.8288452649017	1058.9651656468	no-junctions	NA	-2505.63840603938	Tgfbr1:chr4:47414540-47414931:1
Cpt1c	chr7	-1	44959559	44959451	44959372	44959643	192.215640459359	64.9447724914124	2986.64213802332	no-junctions	NA	-2913.14021947447	Cpt1c:chr7:44959372-44959643:-1
Tcap	chr11	1	98384757	98384755	98384557	98384953	298.865454090713	66.7106223502498	1142.62648714981	no-junctions	NA	-2366.89468856595	Tcap:chr11:98384557-98384953:1
1700008O03Rik	chr7	-1	44360221	44360118	44360043	44360325	197.101430473783	69.4808810133904	428.322035270021	no-junctions	NA	-2102.97252253273	1700008O03Rik:chr7:44360043-44360325:-1
Scrn3	chr2	1	73337633	73337625	73337424	73337818	292.828158549843	67.7967623384406	880.983108768937	no-junctions	NA	-2492.68605414106	Scrn3:chr2:73337424-73337818:1
Rdh13	chr7	-1	4425858	4425860	4425653	4426067	302.681976866026	69.2022460327642	952.18060353538	no-junctions	NA	-2629.26948590285	Rdh13:chr7:4425653-4426067:-1
Ubqln4	chr3	1	88569537	88569536	88569335	88569725	299.248210435006	67.9540243684998	1863.7523400997	no-junctions	NA	-2381.92652936841	Ubqln4:chr3:88569335-88569725:1
Tmem184b	chr15	-1	79360881	79360787	79360684	79361003	206.242154129253	72.062053480349	2594.40207134523	no-junctions	NA	-2942.99211144104	Tmem184b:chr15:79360684-79361003:-1
Bcl2l13	chr6	1	120888811	120888816	120888606	120889026	305.991314992043	70.0801691221305	981.899569494523	no-junctions	NA	-2760.62549837933	Bcl2l13:chr6:120888606-120889026:1
Bcl2l13	chr6	1	120892661	120892651	120892435	120892842	290.293567130142	72.8349831617438	524.251318204776	no-junctions	NA	-2381.50839025774	Bcl2l13:chr6:120892435-120892842:1
Pttg1ip	chr10	1	77598541	77598540	77598330	77598732	299.008945196492	70.7680217434497	4758.06419847133	no-junctions	NA	-3011.92190499732	Pttg1ip:chr10:77598330-77598732:1
Pttg1ip	chr10	1	77592869	77592894	77592777	77593011	325.716937761513	39.141047505002	303.337468575528	no-junctions	NA	-2939.88161090379	Pttg1ip:chr10:77592777-77593011:1
Pttg1ip	chr10	1	77589740	77589709	77589619	77589799	269.134671985262	30.7886912231425	214.597046194916	no-junctions	NA	-2793.44048599954	Pttg1ip:chr10:77589619-77589799:1
Bcr	chr10	1	75184732	75184732	75184516	75184921	300.160085970066	72.3729972881598	716.57166435069	no-junctions	NA	-2100.04165453756	Bcr:chr10:75184516-75184921:1
Bcr	chr10	1	75182593	75182572	75182305	75182839	279.102675353403	89.6991232331856	517.347237102553	no-junctions	NA	-3051.59906628138	Bcr:chr10:75182305-75182839:1
Pifo	chr3	-1	105997152	105997061	105996957	105998371	209.344945331567	79.4216718350325	367.3859679463	across-junctions	(105996957,105997198)(105998272,105998371)	-2486.46562983036	Pifo:chr3:105996957-105998371:-1
Gosr1	chr11	-1	76726796	76726676	76726602	76726865	180.138235148762	63.2995222439619	401.269300377406	no-junctions	NA	-2194.40668529724	Gosr1:chr11:76726602-76726865:-1
Tbrg1	chr9	-1	37649375	37649382	37649181	37650111	307.07208497663	67.1897082365166	3842.80992596684	across-junctions	(37649181,37649502)(37650031,37650111)	-3387.23012705501	Tbrg1:chr9:37649181-37650111:-1
Pgam1	chr19	1	41918478	41918468	41918261	41918660	290.387234813186	69.2449656153939	64345.2660522686	no-junctions	NA	-4327.50181368697	Pgam1:chr19:41918261-41918660:1
Dhdds	chr4	-1	133969234	133969151	133969028	133969364	217.772058483127	71.2790872856535	998.728068395196	no-junctions	NA	-2449.45644129319	Dhdds:chr4:133969028-133969364:-1
Dhdds	chr4	-1	133970932	133970954	133970630	133971278	322.823891684781	108.522184003667	870.820796715129	no-junctions	NA	-3106.13404477167	Dhdds:chr4:133970630-133971278:-1
Mplkip	chr13	1	17697154	17697152	17696957	17697347	298.294261198148	65.8454065645179	1967.62399890559	no-junctions	NA	-3673.47124422827	Mplkip:chr13:17696957-17697347:1
Mplkip	chr13	1	17698906	17698915	17698720	17699110	309.506039884325	65.3843127551981	292.51734889822	no-junctions	NA	-1981.01167925107	Mplkip:chr13:17698720-17699110:1
Aldh1a2	chr9	1	71296061	71296048	71295850	71296243	287.177304775551	66.9815419379653	1141.72347201659	no-junctions	NA	-2287.67480187265	Aldh1a2:chr9:71295850-71296243:1
Timm23	chr14	-1	32180368	32180280	32180162	32180484	212.922623500333	68.9406389241618	18721.1587790341	no-junctions	NA	-4006.69746628367	Timm23:chr14:32180162-32180484:-1
Myl2	chr5	1	122105030	122105027	122104761	122106845	297.910194207767	61.4529771868702	293.887322355557	across-junctions	(122104761,122104904)(122104988,122105035)(122106671,122106845)	-2156.06756258644	Myl2:chr5:122104761-122106845:1
Tvp23b	chr11	1	62894969	62894964	62894715	62895213	295.345628517143	83.9299841137001	3840.68768066074	no-junctions	NA	-3806.13585938744	Tvp23b:chr11:62894715-62895213:1
Ube2z	chr11	-1	96048691	96048690	96048480	96048900	299.140259791135	70.0933870995856	4593.39028997264	no-junctions	NA	-3765.45375436805	Ube2z:chr11:96048480-96048900:-1
Ankrd52	chr10	1	128395756	128395772	128395547	128395997	316.211935762499	75.1038681346407	294.670417419005	no-junctions	NA	-2336.27185615992	Ankrd52:chr10:128395547-128395997:1
Strip1	chr3	-1	107612735	107612631	107612532	107612841	196.734339344196	70.9766686310194	5199.86289497036	no-junctions	NA	-2928.61026666512	Strip1:chr3:107612532-107612841:-1
Fam120b	chr17	1	15431854	15431849	15426213	15432044	295.636989518495	65.4937918745687	1254.01986415004	across-junctions	(15426213,15426274)(15431577,15431627)(15431767,15432044)	-2919.77956079925	Fam120b:chr17:15426213-15432044:1
Fam120b	chr17	1	15433394	15433386	15433188	15433583	292.715552052333	66.6139679532021	723.441717052197	no-junctions	NA	-2282.96733838594	Fam120b:chr17:15433188-15433583:1
Fam120b	chr17	1	15403844	15403850	15403622	15404078	306.975758176898	76.0841858298009	402.080340738115	no-junctions	NA	-2415.04132841777	Fam120b:chr17:15403622-15404078:1
Tppp3	chr8	-1	105467681	105467577	105467493	105467772	196.586762636148	65.9477010091079	1100.13706115669	no-junctions	NA	-2385.88411357551	Tppp3:chr8:105467493-105467772:-1
Tsen15	chr1	-1	152370933	152370836	152370735	152371034	203.153827577325	66.8825761752707	5343.47393115045	no-junctions	NA	-3243.47036382675	Tsen15:chr1:152370735-152371034:-1
Pacs2	chr12	1	113074179	113074186	113073958	113074401	307.591451947215	76.5604498386554	10438.7245679962	no-junctions	NA	-3872.34750860623	Pacs2:chr12:113073958-113074401:1
Edf1	chr2	1	25561889	25561885	25560632	25562080	296.24027840947	65.8853005564712	62426.951819712	across-junctions	(25560632,25560699)(25560969,25561061)(25561851,25562080)	-4561.84251721095	Edf1:chr2:25560632-25562080:1
Hnrnpl	chr7	1	28822093	28822094	28821932	28822256	301.099024064619	54.6592368925969	3338.06864335107	no-junctions	NA	-3298.02243706037	Hnrnpl:chr7:28821932-28822256:1
Hnrnpl	chr7	1	28813948	28813961	28813748	28814174	313.359790388852	71.4400581158853	318.762571257628	no-junctions	NA	-3256.48646997176	Hnrnpl:chr7:28813748-28814174:1
Hnrnpl	chr7	1	28821270	28821229	28820543	28821925	259.818917048207	72.0530696074519	246.377855811917	across-junctions	(28820543,28820745)(28821216,28821272)(28821392,28821486)(28821848,28821925)	-3077.38133147083	Hnrnpl:chr7:28820543-28821925:1
Ubl4a	chrX	-1	74365905	74365799	74365718	74366006	194.998549314042	69.920827588422	3722.58908793093	no-junctions	NA	-2910.95819089518	Ubl4a:chrX:74365718-74366006:-1
Ubl4a	chrX	-1	74367715	74367710	74367394	74367911	295.03997404462	67.8223356123447	2537.92803624344	across-junctions	(74367394,74367585)(74367701,74367911)	-3169.0724270238	Ubl4a:chrX:74367394-74367911:-1
Ubl4a	chrX	-1	74369422	74369411	74369228	74369594	289.641288283691	61.9063674311564	382.657394467862	no-junctions	NA	-2303.24080535558	Ubl4a:chrX:74369228-74369594:-1
Cd48	chr1	1	171705061	171705067	171704869	171705258	306.580228065687	66.6410721498407	332.407773295884	no-junctions	NA	-2036.4758963345	Cd48:chr1:171704869-171705258:1
Cers2	chr3	1	95323372	95323382	95323163	95323599	310.046811109247	73.5266884154732	3335.33870361845	no-junctions	NA	-2821.61065790703	Cers2:chr3:95323163-95323599:1
Csf1	chr3	-1	107741241	107741138	107741048	107741336	197.078036678638	66.1853018166096	720.545808581903	no-junctions	NA	-2943.67760049049	Csf1:chr3:107741048-107741336:-1
Med22	chr2	-1	26905459	26905352	26905262	26905547	193.982295454571	65.6278401934344	4772.88297968577	no-junctions	NA	-3023.29518452698	Med22:chr2:26905262-26905547:-1
Fcrls	chr3	-1	87251203	87251207	87250997	87252457	304.624500018857	70.1985205778953	2925.73739371531	across-junctions	(87250997,87251395)(87252436,87252457)	-3581.50326599524	Fcrls:chr3:87250997-87252457:-1
Castor2	chr5	1	134144145	134144120	134143877	134144343	275.763762517858	81.6183008925815	2143.30981180032	no-junctions	NA	-3101.99856574574	Castor2:chr5:134143877-134144343:1
Castor2	chr5	1	134141579	134141579	134141348	134141810	300.52315037258	77.9940023914771	314.698573959104	no-junctions	NA	-2382.33195995484	Castor2:chr5:134141348-134141810:1
Fnta	chr8	-1	25999156	25999163	25998965	25999361	307.264337165774	66.2215571446499	7299.90476211312	no-junctions	NA	-3909.4124814106	Fnta:chr8:25998965-25999361:-1
Kcnq2	chr2	-1	181075751	181075638	181075579	181075842	187.453007090314	68.2325933320721	2448.62414252942	no-junctions	NA	-2877.55212838885	Kcnq2:chr2:181075579-181075842:-1
Cd34	chr1	1	194961098	194961085	194960884	194961279	287.180201840394	67.8961431664956	1262.50473992265	no-junctions	NA	-2434.66921538571	Cd34:chr1:194960884-194961279:1
Atxn10	chr15	1	85463028	85463016	85462349	85463212	288.480237797277	71.4621671148025	20271.5173445073	across-junctions	(85462349,85462466)(85462921,85463212)	-4028.62217930484	Atxn10:chr15:85462349-85463212:1
Scube1	chr15	-1	83606701	83606735	83606453	83607017	334.902127685934	94.2409596445394	211.365212110015	no-junctions	NA	-2113.90450174082	Scube1:chr15:83606453-83607017:-1
