Gene_Symbol	Ensemble_ID	UTR_ID	p-value	q-value	EPL_<pA>	GCL_RMS_<pA>	GL_<pA>	MCL_<pA>	ONL_<pA>	EPL_proximal_PUI
Trappc13	ENSMUSG00000021711.16	ENSMUSG00000021711.16_1	4.11155099215104e-118	7.43779574480124e-115	1.8277027027027	1.3790580704161	1.56746370623399	1.61323529411765	2.03150912106136	0.753586374881603
Rgs7bp	ENSMUSG00000021719.9	ENSMUSG00000021719.9_1	8.98826936604811e-24	9.09612859844069e-21	1.73066298342541	1.65444015444015	1.73086029992107	1.65277777777778	1.89482200647249	-0.717569352667677
Hcn1	ENSMUSG00000021730.8	ENSMUSG00000021730.8_1	3.10708359845648e-56	5.06454626548407e-53	1.26436781609195	1.76811594202899	1.91416309012876	1.03703703703704	1.77714285714286	0.718702656153649
Ptprg	ENSMUSG00000021745.14	ENSMUSG00000021745.14_1	9.10166153940091e-06	0.00147446916938295	1.42105263157895	1.26388888888889	1.39112343966713	1.32484076433121	1.41494845360825	0.228808644008841
Fam107a	ENSMUSG00000021750.15	ENSMUSG00000021750.15_1	1.48484685281224e-28	1.72390719611501e-25	1.96942880128721	1.99793388429752	1.88811536548981	1.96575342465753	1.93496701225259	-2.47530598651892
Ndufs4	ENSMUSG00000021764.8	ENSMUSG00000021764.8_2	2.66958263731306e-137	4.86931873045902e-134	1.029375	1.10651959170234	1.04676744499933	1.04789660415611	1.01984635083227	2.5194159573603
Nr1d2	ENSMUSG00000021775.11	ENSMUSG00000021775.11_1	5.49479581292274e-22	5.16510806414737e-19	1.94690265486726	1.95878693623639	1.97782805429864	1.92899408284024	1.8952380952381	-2.05594644003545
Nudt13	ENSMUSG00000021809.10	ENSMUSG00000021809.10_1	1.33545470473764e-19	1.11644013316067e-16	1.28260869565217	1.13664596273292	1.01677852348993	1.31927710843373	1.20100502512563	0.663680990468995
Anxa7	ENSMUSG00000021814.17	ENSMUSG00000021814.17_1	8.60747361767238e-68	1.46757425181314e-64	1.18888888888889	1.45382585751979	1.4443447037702	1.37977528089888	1.69154228855721	1.04471754179097
Ap3m1	ENSMUSG00000021824.13	ENSMUSG00000021824.13_1	7.64940945900496e-132	1.3937224034307e-128	1.694	1.63924963924964	1.63342830009497	1.63662790697674	2.02490170380079	0.903263047222711
Psmc6	ENSMUSG00000021832.8	ENSMUSG00000021832.8_1	1.29691627564077e-34	1.71582023267273e-31	1.20678513731826	1.23366834170854	1.28984615384615	1.30182767624021	1.38278595696489	0.96771152857335
Peli2	ENSMUSG00000021846.9	ENSMUSG00000021846.9_2	4.13631273583788e-59	6.81664338866083e-56	1.97568389057751	1.56769230769231	1.81995133819951	1.7027972027972	1.86617100371747	-2.58049593833615
Dph3	ENSMUSG00000021905.14	ENSMUSG00000021905.14_1	6.4964713365176e-18	5.00228292911855e-15	1.05858123569794	1.08526804558886	1.10826351240348	1.11802575107296	1.06329989622968	1.99790000573536
Nek4	ENSMUSG00000021918.10	ENSMUSG00000021918.10_2	3.72610188646144e-21	3.38330051290699e-18	2	1.57831325301205	1.60698689956332	1.59036144578313	1.37016574585635	-3.28492780416547
Spryd7	ENSMUSG00000021930.14	ENSMUSG00000021930.14_1	1.06422492124618e-58	1.74958577052872e-55	1.89366515837104	1.81316348195329	1.80222039473684	2.06513872135103	1.69308600337268	0.0688380507260399
Rnaseh2b	ENSMUSG00000021932.13	ENSMUSG00000021932.13_1	6.20068568427718e-22	5.81004248616772e-19	1.29545454545455	1.23577235772358	1.08062234794908	1.125	1.07638888888889	0.621556855855267
Mapk8	ENSMUSG00000021936.14	ENSMUSG00000021936.14_1	6.26027474337221e-28	7.13045293270094e-25	1.80962800875274	2.03851261620186	2.02303754266212	1.88516746411483	2.0941475826972	1.64303301630145
Zmym2	ENSMUSG00000021945.9	ENSMUSG00000021945.9_2	3.90508056711752e-44	5.8615259312434e-41	1.20821917808219	1.52941176470588	1.35015576323988	1.57907542579075	1.32446808510638	0.956561274660016
Fgf9	ENSMUSG00000021974.15	ENSMUSG00000021974.15_1	1.25640983577728e-41	1.84189681924949e-38	2.30890052356021	1.81024096385542	1.72676056338028	1.93354430379747	1.88571428571429	-1.70330589735934
Cab39l	ENSMUSG00000021981.10	ENSMUSG00000021981.10_1	9.38975991821316e-33	1.19156053362125e-29	1.9940119760479	1.98076923076923	1.59408033826638	1.74137931034483	1.7206106870229	-3.19185214623703
Atp8a2	ENSMUSG00000021983.16	ENSMUSG00000021983.16_2	2.35337953166375e-122	4.27609060903304e-119	2.51209677419355	2.76923076923077	2.27710843373494	2.55614973262032	1.38679245283019	-2.3848718704423
Wnt5a	ENSMUSG00000021994.15	ENSMUSG00000021994.15_1	2.36260820417928e-24	2.43348645030465e-21	1.43007915567282	1.25490196078431	1.18217054263566	1.10691823899371	1.348	0.201999613913197
Dnajc15	ENSMUSG00000022013.4	ENSMUSG00000022013.4_1	4.2902543243166e-30	5.12685391755833e-27	1.02232398397252	1.05405405405405	1.04004496276521	1.01114306254493	1.015333147477	2.71736689212608
Akap11	ENSMUSG00000022016.16	ENSMUSG00000022016.16_1	9.8507872048883e-19	7.87077897670575e-16	1.86505190311419	1.88331726133076	1.86002818224519	1.84433374844334	1.73411154345006	-1.33501302407622
Diaph3	ENSMUSG00000022021.14	ENSMUSG00000022021.14_1	7.49256323064986e-08	2.06045488842871e-05	1.61481481481481	1.82644628099174	1.81159420289855	2	1.84878048780488	-0.332198484107781
Wbp4	ENSMUSG00000022023.6	ENSMUSG00000022023.6_1	8.07626433004549e-15	5.05574147060847e-12	1.97184986595174	1.99259259259259	2.05401174168297	2.02270011947431	1.99365942028985	-0.958838982188333
Sugt1	ENSMUSG00000022024.10	ENSMUSG00000022024.10_1	4.22652370318096e-47	6.49616693178913e-44	2.02495543672014	1.96913580246914	1.85485232067511	1.79189189189189	1.76190476190476	-0.0300091160547604
Bnip3l	ENSMUSG00000022051.15	ENSMUSG00000022051.15_1	2.63227062045096e-28	3.0271112135186e-25	1.41904100069493	1.44440821649821	1.40316718587747	1.43932683790965	1.32249047013977	0.235505884641666
Ppp2r2a	ENSMUSG00000022052.9	ENSMUSG00000022052.9_1	1.43387449572203e-41	2.10062613623277e-38	1.20976253298153	1.05833333333333	1.10863986313088	1.04081632653061	1.05670926517572	0.953445297804259
Rhobtb2	ENSMUSG00000022075.7	ENSMUSG00000022075.7_1	4.69664474038926e-22	4.42423934544668e-19	1.62030905077263	1.44082840236686	1.43153918791313	1.44061302681992	1.5706106870229	-0.35326928020735
Xpo7	ENSMUSG00000022100.14	ENSMUSG00000022100.14_2	5.13079826400984e-10	2.03692691081191e-07	1.17159763313609	1.06326889279438	1.09090909090909	1.01913875598086	1.06788511749347	1.12589163542954
Rcbtb2	ENSMUSG00000022106.14	ENSMUSG00000022106.14_1	9.26454900869603e-18	7.05958634462637e-15	1.34313725490196	1.54430379746835	1.62932790224033	1.54330708661417	1.61348897535668	0.465145514094298
Itm2b	ENSMUSG00000022108.8	ENSMUSG00000022108.8_2	0	0	1.58040969196667	1.71592377746386	1.70444942979996	1.70446258030908	1.71131636088995	-0.234026924863265
Rbm26	ENSMUSG00000022119.15	ENSMUSG00000022119.15_3	2.30691283241077e-21	2.10390450315863e-18	1.99029126213592	1.90459363957597	1.75726141078838	1.58041958041958	1.87295081967213	-2.84325026359161
Dnajc3	ENSMUSG00000022136.8	ENSMUSG00000022136.8_1	7.59495272679039e-12	3.62279245067902e-09	1.67634854771784	1.75174825174825	1.68228404099561	1.93854748603352	1.66123188405797	-0.526885628220491
Mtdh	ENSMUSG00000022255.16	ENSMUSG00000022255.16_1	6.6432654594682e-20	5.6202025787101e-17	1.91919191919192	1.66237942122186	1.7636815920398	1.40880503144654	1.70692194403535	-1.67681847730735
Sdc2	ENSMUSG00000022261.6	ENSMUSG00000022261.6_1	9.42681103247624e-08	2.53581216773611e-05	1.66906474820144	1.71014492753623	1.7218045112782	1.69480519480519	1.56573116691285	-0.503867824389804
Ank	ENSMUSG00000022265.7	ENSMUSG00000022265.7_1	1.6713205423874e-29	1.98051484272907e-26	1.43504795117698	1.24112021857923	1.35393700787402	1.22526315789474	1.34981780322749	0.188145191668526
Baalc	ENSMUSG00000022296.9	ENSMUSG00000022296.9_1	1.2299077420253e-39	1.75138862464403e-36	1.66622830089427	1.79763970843457	1.7180682764363	1.74757281553398	1.66003430531732	-0.498294013740641
Slc25a32	ENSMUSG00000022299.9	ENSMUSG00000022299.9_1	1.78966973349193e-45	2.71313931597377e-42	1.90163934426229	1.36046511627907	1.13385826771654	1.91176470588235	1.67605633802817	-1.5
Utp23	ENSMUSG00000022313.10	ENSMUSG00000022313.10_1	2.91029693572482e-11	1.33291599656197e-08	1.76470588235294	1.46107784431138	1.68495575221239	1.37391304347826	1.65444015444015	0.94279709852176
Fbxo32	ENSMUSG00000022358.7	ENSMUSG00000022358.7_1	1.57381661757785e-13	8.63227457463529e-11	1.72072072072072	1.62450592885375	1.49382716049383	1.95454545454545	1.44405594405594	-0.669925001442312
Derl1	ENSMUSG00000022365.6	ENSMUSG00000022365.6_1	1.27514245989496e-85	2.25955243893387e-82	2.19651995905834	2.35180520570949	2.30844293593551	2.05970149253731	2.29386973180077	-0.132294361301551
Fam49b	ENSMUSG00000022378.14	ENSMUSG00000022378.14_1	1.27550168463824e-24	1.33034825707768e-21	1.36121323529412	1.42179559570864	1.41689674213142	1.34541792547835	1.2680412371134	0.410445838196175
Rbx1	ENSMUSG00000022400.9	ENSMUSG00000022400.9_2	2.10674782576255e-217	3.87220250375157e-214	1.61656763369451	1.89164490861619	1.68764084924683	1.81484716157205	1.48683901292597	1.42812310660118
St13	ENSMUSG00000022403.15	ENSMUSG00000022403.15_1	5.08557628474983e-09	1.67824017396744e-06	1.7296686746988	1.80022637238257	1.75453639082752	1.79804804804805	1.75894454382826	-0.714993920372408
Syngr1	ENSMUSG00000022415.12	ENSMUSG00000022415.12_2	1.12130472630072e-39	1.60122314915742e-36	1.88401253918495	1.96881959910913	1.90953912111468	1.88014981273408	1.8186372745491	-1.46167173074462
Samm50	ENSMUSG00000022437.7	ENSMUSG00000022437.7_1	1.70133826105154e-13	9.28930690534139e-11	1.06010928961749	1.01322314049587	1.02680798004988	1.0962962962963	1.05511811023622	1.9632788145323
Desi1	ENSMUSG00000022472.16	ENSMUSG00000022472.16_1	8.08224035267831e-26	8.82580646512471e-23	1.7884012539185	1.8050718512257	1.7128680119087	1.71328125	1.76170607324988	-0.947498458513632
Nubp1	ENSMUSG00000022503.10	ENSMUSG00000022503.10_1	9.57245005180323e-31	1.16209543628891e-27	1.26190476190476	1.10695187165775	1.51303155006859	1.45748987854251	1.29279279279279	0.739023648402321
RP23-74O4.1	ENSMUSG00000022507.6	ENSMUSG00000022507.6_2	4.96103605061061e-38	6.96033357900669e-35	1.84016393442623	2.16582914572864	1.79158699808795	1.66515837104072	2.11205073995772	0.127918882816011
Crebbp	ENSMUSG00000022521.10	ENSMUSG00000022521.10_1	8.54442990004171e-44	1.27653782706623e-40	1.65154639175258	1.66456494325347	1.50331125827815	1.52150537634409	1.38423645320197	-0.449474047000853
Fgf12	ENSMUSG00000022523.10	ENSMUSG00000022523.10_2	9.47437042575482e-06	0.00151589926812077	1.29230269568042	1.30740037950664	1.34600347523892	1.33028194800439	1.32457580733443	0.637364561925376
Hrasls	ENSMUSG00000022525.13	ENSMUSG00000022525.13_1	4.59525331003845e-11	2.06326873620726e-08	1.6523178807947	1.83720930232558	1.88392857142857	1.68421052631579	1.7434554973822	-0.450718082758205
Slc52a2	ENSMUSG00000022560.9	ENSMUSG00000022560.9_1	5.21975097224626e-23	5.13986937222788e-20	1	1.44186046511628	1.21232876712329	1.09722222222222	1.09848484848485	2.60472668281448
Lynx1	ENSMUSG00000022594.14	ENSMUSG00000022594.14_1	7.03295518019543e-25	7.39866884956559e-22	1.61209964412811	1.75296108291032	1.70295602018745	1.82661290322581	1.83529411764706	-0.327832746032179
Zbtb11	ENSMUSG00000022601.11	ENSMUSG00000022601.11_1	2.54120018850206e-20	2.20322056343128e-17	1.69888475836431	1.64139020537125	1.83029453015428	1.57777777777778	1.83690987124464	-0.602345209801495
Mapk8ip2	ENSMUSG00000022619.5	ENSMUSG00000022619.5_1	1.82275289357686e-22	1.74984277783378e-19	1.31162464985994	1.29814323607427	1.33867210250437	1.30362630608482	1.46931067044381	0.570807302709467
Yaf2	ENSMUSG00000022634.9	ENSMUSG00000022634.9_1	7.86382651541113e-08	2.15468846522265e-05	1.49803921568627	1.4616122840691	1.52220490845345	1.50510204081633	1.4625529910504	0.00565132453275078
Nectin3	ENSMUSG00000022656.15	ENSMUSG00000022656.15_1	4.03009219792045e-20	3.4497589214199e-17	1.96551724137931	1.47619047619048	1.82022471910112	1.48484848484848	1.80203045685279	-2.12396375672179
Slc35a5	ENSMUSG00000022664.11	ENSMUSG00000022664.11_2	1.09222674227332e-14	6.74996126724911e-12	1.2185628742515	1.31578947368421	1.18822023047375	1	1.34516129032258	0.911984817954251
Gtpbp8	ENSMUSG00000022668.10	ENSMUSG00000022668.10_1	7.1725082157326e-21	6.43373986951214e-18	1.83251231527094	1.67732558139535	1.56858846918489	1.41666666666667	1.75545851528384	-1.14005395959637
Pdxdc1	ENSMUSG00000022680.14	ENSMUSG00000022680.14_2	3.59399198897941e-30	4.30560240279734e-27	1.09358288770053	1.2134670487106	1.21135646687697	1.09649122807018	1.01964285714286	1.61973296734769
Naa50	ENSMUSG00000022698.17	ENSMUSG00000022698.17_1	3.40201730496924e-25	3.62314842979224e-22	2.52952380952381	2.71512605042017	2.51532725766363	2.46268656716418	2.83629191321499	-0.443150849886787
Dgcr8	ENSMUSG00000022718.12	ENSMUSG00000022718.12_1	9.29642014727468e-71	1.60735104346379e-67	1.82113821138211	1.76197183098592	1.70660522273425	1.18981481481481	1.43689320388349	-1.07443169295724
Cldnd1	ENSMUSG00000022744.12	ENSMUSG00000022744.12_1	3.55441486649779e-08	1.02011706668487e-05	1.82682060390764	1.91144414168937	1.85125628140704	1.89597315436242	1.84193284193284	-1.12473815026954
St3gal6	ENSMUSG00000022747.17	ENSMUSG00000022747.17_1	2.3759580236715e-09	8.38713182356041e-07	1.59333333333333	1.36979166666667	1.62268518518519	1.7375	1.55189873417722	-0.2688283929714
Tomm70a	ENSMUSG00000022752.9	ENSMUSG00000022752.9_1	2.93089489611828e-95	5.25509454874008e-92	2.01749271137026	2.02396694214876	1.99197035206918	1.88636363636364	1.80989876265467	-1.2929123957739
Slc7a4	ENSMUSG00000022756.17	ENSMUSG00000022756.17_1	8.70406293388907e-13	4.50000053682065e-10	1.0788643533123	1.06525911708253	1.09230769230769	1.23300970873786	1.00909090909091	1.74715856814058
Ppil2	ENSMUSG00000022771.17	ENSMUSG00000022771.17_2	7.53622324864685e-06	0.00125101305927538	1.32	1.34469696969697	1.23943661971831	1.35483870967742	1.15677966101695	0.528291764183184
Ypel1	ENSMUSG00000022773.18	ENSMUSG00000022773.18_2	1.02164943959547e-14	6.33422652549191e-12	1.51376146788991	1.64957264957265	1.6175972927242	1.76190476190476	1.38095238095238	-0.0390012560006373
Ncbp2	ENSMUSG00000022774.13	ENSMUSG00000022774.13_1	4.55383153854661e-36	6.19776472396193e-33	1.83588621444201	1.91835084882781	1.88288288288288	1.818669527897	1.78767123287671	-1.17045559912747
Pak2	ENSMUSG00000022781.8	ENSMUSG00000022781.8_1	1.23478952556793e-46	1.89046276364451e-43	1.93256578947368	1.90277777777778	1.86515513126492	1.46478873239437	1.99204771371769	-1.87871484836296
Dnm1l	ENSMUSG00000022789.15	ENSMUSG00000022789.15_2	1.04877268412533e-17	7.92872149198747e-15	1.88692232055064	1.85104450499546	1.91946098401755	1.92622442653441	1.90708478513357	-1.48030059117664
Fyttd1	ENSMUSG00000022800.14	ENSMUSG00000022800.14_1	1.43077978044497e-30	1.73124353433841e-27	2.52471482889734	2.6609477124183	2.32408102025506	2.2879177377892	2.35873015873016	-0.614790197901541
Zfp148	ENSMUSG00000022811.17	ENSMUSG00000022811.17_1	1.65769212663209e-06	0.00032490765681989	1.48223350253807	1.66949152542373	1.61643835616438	1.70722433460076	1.54822335025381	0.0507690132310311
Gsk3b	ENSMUSG00000022812.14	ENSMUSG00000022812.14_1	5.84077048757417e-36	7.92592555163815e-33	1.26848249027237	1.40706476030278	1.45178335535007	1.49060542797495	1.16475972540046	0.719739820272578
Umps	ENSMUSG00000022814.6	ENSMUSG00000022814.6_1	4.82997997955718e-11	2.15900105086206e-08	1.27037037037037	1.33150684931507	1.44078947368421	1.55833333333333	1.51363636363636	0.70995162722533
Abcc5	ENSMUSG00000022822.16	ENSMUSG00000022822.16_2	4.44822355741875e-15	2.82462195896091e-12	1.90871369294606	1.84859154929577	1.940625	2	1.83783783783784	-1.64311201660284
Senp2	ENSMUSG00000022855.9	ENSMUSG00000022855.9_1	1.06237101688954e-05	0.00165729878634768	2.4375	2.52786885245902	2.58968347010551	2.67415730337079	2.625	-1.18165481092975
Tra2b	ENSMUSG00000022858.16	ENSMUSG00000022858.16_1	6.61067963106474e-12	3.16651554328001e-09	1.97818181818182	1.9420371412493	1.92406918792143	1.93114241001565	1.90109318063509	-2.7051419846541
Adamts5	ENSMUSG00000022894.6	ENSMUSG00000022894.6_1	3.12403049031975e-25	3.33334053317117e-22	1.19444444444444	1.65527065527066	1.18348623853211	1.85714285714286	1.2719298245614	0.953445297804259
Dyrk1a	ENSMUSG00000022897.15	ENSMUSG00000022897.15_1	6.52066037054571e-32	8.10518084058831e-29	2.625	2.58009049773756	2.68283294842186	2.984375	2.44104134762634	-0.767000752010938
Dscr3	ENSMUSG00000022898.13	ENSMUSG00000022898.13_1	1.67608312547117e-25	1.80681760925792e-22	1.69392033542977	1.83379501385042	1.85309617918314	1.94930875576037	1.89442231075697	-0.58768354325528
Kpna1	ENSMUSG00000022905.12	ENSMUSG00000022905.12_1	3.39698535387724e-17	2.48999026439202e-14	1.61143984220907	1.81827622014538	1.70637970791699	1.75656324582339	1.76337115072934	-0.325707075025496
Itsn1	ENSMUSG00000022957.20	ENSMUSG00000022957.20_4	8.26323074507634e-11	3.61929506634344e-08	1.85981308411215	1.75555555555556	1.87426900584795	1.98387096774194	1.6872852233677	-1.26957940555402
Itsn1	ENSMUSG00000022957.20	ENSMUSG00000022957.20_5	1.16231033388819e-25	1.26110671226868e-22	1.58199356913183	1.5161662817552	1.61948955916473	1.35428571428571	1.70348837209302	-0.237959870712934
Ifngr2	ENSMUSG00000022965.8	ENSMUSG00000022965.8_1	1.21080584458431e-12	6.17510980738e-10	1.8936170212766	1.79090909090909	1.83458646616541	2	1.66929133858268	-1.51032973528305
Paxbp1	ENSMUSG00000022974.12	ENSMUSG00000022974.12_1	7.1265867331103e-61	1.18087542167638e-57	1.5875486381323	1.60643564356436	1.80993788819876	1.64556962025316	1.3151364764268	-0.254232181623557
Kansl2	ENSMUSG00000022992.17	ENSMUSG00000022992.17_1	1.21878615253958e-17	9.2018354516738e-15	1.08108108108108	1.19469026548673	1.09189189189189	1	1.06839622641509	1.72736996165629
Enah	ENSMUSG00000022995.16	ENSMUSG00000022995.16_1	1.53774750918e-47	2.37274440666474e-44	2.23640167364017	2.24519230769231	2.06802244039271	1.9047619047619	1.71460423634337	0.20939287498771
Faim2	ENSMUSG00000023011.8	ENSMUSG00000023011.8_1	1.42569974481179e-61	2.37521577485643e-58	2.10116320056398	2.09976247030879	2.09353011841428	2.26810095159288	2.12576687116564	-1.21794424014606
Larp4	ENSMUSG00000023025.16	ENSMUSG00000023025.16_2	0.000157598784165851	0.0200150455890631	1.86127167630058	1.77669902912621	1.73214285714286	1.86734693877551	1.7669616519174	-1.29248125036058
Slc11a2	ENSMUSG00000023030.16	ENSMUSG00000023030.16_3	1.36313609516307e-20	1.20228603593383e-17	1.24242424242424	1.55737704918033	1.3249299719888	1.92727272727273	1.38048780487805	0.792481250360578
Scn8a	ENSMUSG00000023033.14	ENSMUSG00000023033.14_3	2.87592868846631e-09	1.00657504096321e-06	1.92378048780488	1.86626139817629	1.83086053412463	1.91883116883117	1.73809523809524	-1.77374389765125
Nus1	ENSMUSG00000023068.16	ENSMUSG00000023068.16_1	6.39969588943809e-16	4.30059563770239e-13	1.9546783625731	1.91666666666667	1.93657219973009	1.93811074918567	1.84727272727273	-0.372165055962249
Wrb	ENSMUSG00000023147.16	ENSMUSG00000023147.16_1	1.33651333658611e-48	2.08763383174751e-45	2	1.92582566323768	1.86581709145427	1.96186440677966	1.96678966789668	-4.82552584558946
Rpp14	ENSMUSG00000023156.4	ENSMUSG00000023156.4_1	1.25493835642894e-25	1.35909824001255e-22	1.12553191489362	1.31310679611651	1.25519630484988	1.20841683366733	1.42921348314607	1.38980496578735
Slc38a1	ENSMUSG00000023169.15	ENSMUSG00000023169.15_2	7.02481680451329e-14	4.00337108805237e-11	2.77860465116279	2.75324675324675	2.78386723272868	2.66407599309154	2.65414710485133	-2.21453546469278
Poc1a	ENSMUSG00000023345.17	ENSMUSG00000023345.17_1	9.17398910731205e-07	0.000192653771253553	1.45161290322581	1.54802259887006	1.44171779141104	1.42857142857143	1.72368421052632	0.135651010908697
Pisd	ENSMUSG00000023452.19	ENSMUSG00000023452.19_1	0.00596890095163421	0.399916363759492	1.91183879093199	1.91187050359712	1.88628158844765	1.85714285714286	1.9002557544757	-1.67604503269881
Rab12	ENSMUSG00000023460.12	ENSMUSG00000023460.12_1	2.18517596790972e-43	3.25591219218549e-40	1.90107913669065	1.98634453781513	1.9582694077938	1.9988986784141	1.91388888888889	-1.58784501213104
Ogfod2	ENSMUSG00000023707.13	ENSMUSG00000023707.13_2	4.04463661218066e-14	2.37015705473787e-11	1.82175925925926	1.60894941634241	1.66471449487555	1.66725978647687	1.72505543237251	-1.09516560605208
Mrps23	ENSMUSG00000023723.17	ENSMUSG00000023723.17_2	3.92656200266014e-16	2.6896949718222e-13	1.58127208480565	1.74183006535948	1.68151866959523	1.67383512544803	1.66009463722397	-0.236175475894871
Thbs2	ENSMUSG00000023885.9	ENSMUSG00000023885.9_1	6.69106248638024e-06	0.00113078956019826	1.95238095238095	1.97101449275362	1.75172413793103	1.9	1.70983213429257	-1.69615871138938
Paqr4	ENSMUSG00000023909.3	ENSMUSG00000023909.3_1	1.34670584499487e-48	2.10220782403699e-45	2.56147540983607	2.49590834697218	2.19225543478261	2.19230769230769	2.48054474708171	-2.24173945199703
Tbc1d5	ENSMUSG00000023923.10	ENSMUSG00000023923.10_1	2.32216884796481e-25	2.49633151156217e-22	1.24691358024691	1.78974358974359	1.63589743589744	1.84615384615385	1.45138888888889	0.792481250360578
Satb1	ENSMUSG00000023927.15	ENSMUSG00000023927.15_1	3.95674995887748e-73	6.88078817848793e-70	2.6813880126183	2.41988950276243	2.37393767705382	2.32075471698113	2.52293577981651	-0.194879170177875
Bysl	ENSMUSG00000023988.8	ENSMUSG00000023988.8_1	0.00601199203859099	0.399916363759492	1.3112582781457	1.45945945945946	1.4039603960396	1.37647058823529	1.46641791044776	0.564641508472483
Mtch1	ENSMUSG00000024012.17	ENSMUSG00000024012.17_1	5.95876903848483e-14	3.43225096616726e-11	1.95527879988678	1.96774193548387	1.94764150943396	1.94974874371859	1.94156469132408	-2.20410811671141
Cmtr1	ENSMUSG00000024019.17	ENSMUSG00000024019.17_1	8.71887445016686e-19	7.00997505793416e-16	1.33220910623946	1.27195945945946	1.29854872149274	1.25459317585302	1.12834978843441	0.501819288531673
Glo1	ENSMUSG00000024026.12	ENSMUSG00000024026.12_1	3.04844727357035e-17	2.24365719334778e-14	1.40767590618337	1.43805104408353	1.36217792902285	1.3340350877193	1.33887124358661	0.269247026562423
Wdr4	ENSMUSG00000024037.12	ENSMUSG00000024037.12_2	4.6045737036311e-23	4.54010967178027e-20	1.07327586206897	1.39520958083832	1.27692307692308	1.03636363636364	1.45569620253165	1.79248125036058
Akap8	ENSMUSG00000024045.5	ENSMUSG00000024045.5_1	7.81518442813991e-56	1.27153050645836e-52	2.94578313253012	2.77093358999038	2.69194312796209	2.74716981132075	2.54883720930233	-2.42871898795518
Lbh	ENSMUSG00000024063.12	ENSMUSG00000024063.12_1	1.48186241374784e-08	4.57895485848083e-06	1.65903890160183	1.77669902912621	1.62612163509472	1.51557093425606	1.67332667332667	-0.473053496002399
Spast	ENSMUSG00000024068.7	ENSMUSG00000024068.7_1	3.57589237807393e-11	1.62703103202364e-08	1.95481927710843	1.82238442822384	1.83936022253129	1.75906735751295	1.80662251655629	-2.15644147764218
Birc6	ENSMUSG00000024073.15	ENSMUSG00000024073.15_2	8.50047092312343e-101	1.53008476616222e-97	1.24111675126904	1.92363636363636	1.68039538714992	1.72941176470588	1.30995475113122	0.821928094887363
Strn	ENSMUSG00000024077.15	ENSMUSG00000024077.15_1	5.38813797034784e-09	1.76192111630375e-06	1.60280373831776	1.71945701357466	1.81735159817352	1.92537313432836	1.79475982532751	-0.298051529163177
Ndufaf7	ENSMUSG00000024082.4	ENSMUSG00000024082.4_1	8.98539084800357e-08	2.42605552896096e-05	1.125	1.13752455795678	1.10526315789474	1.01048951048951	1.10350877192982	1.38880378933178
Vapa	ENSMUSG00000024091.8	ENSMUSG00000024091.8_1	3.83676675058444e-25	4.08231982262184e-22	1.87003780718336	1.82069267864972	1.8632759092152	1.87372510927635	1.90549722050649	-1.36926644465658
Hnrnpll	ENSMUSG00000024095.15	ENSMUSG00000024095.15_1	1.62645069363581e-13	8.89668529418785e-11	1.99542682926829	1.93175074183976	1.93973634651601	1.88695652173913	1.89947780678851	-3.67657341274904
Mlst8	ENSMUSG00000024142.14	ENSMUSG00000024142.14_1	3.68446200667902e-05	0.00512140218928384	1.83150984682713	1.87961476725522	1.83487450462351	1.92268041237113	1.91189427312775	-1.14412248431554
Rhoq	ENSMUSG00000024143.14	ENSMUSG00000024143.14_1	0.00456187300912638	0.319331110638847	1.43300653594771	1.51254480286738	1.51310344827586	1.56896551724138	1.47843942505133	0.193830530173769
Luc7l	ENSMUSG00000024188.15	ENSMUSG00000024188.15_2	1.82350474300052e-13	9.90163075449285e-11	1.92695214105793	1.83383233532934	1.83827493261456	1.88963210702341	2	-1.81029320522594
Mtpap	ENSMUSG00000024234.6	ENSMUSG00000024234.6_1	1.72362053424634e-52	2.7560692342599e-49	1.29637096774194	1.15875169606513	1.46272493573265	1.45244956772334	1.51843817787419	0.620878873101689
Sos1	ENSMUSG00000024241.6	ENSMUSG00000024241.6_1	5.73071446824288e-42	8.42415026831703e-39	1.96629213483146	1.3840206185567	1.53953488372093	1.80272108843537	1.28455284552846	-2.22147174792436
Adcyap1	ENSMUSG00000024256.6	ENSMUSG00000024256.6_1	1.74339777973791e-22	1.67540526632813e-19	1.62777777777778	1.53030303030303	1.83938547486034	1.73521850899743	1.7	-0.374866445120042
Slc25a46	ENSMUSG00000024259.8	ENSMUSG00000024259.8_1	4.58128815377217e-16	3.11527594456508e-13	1.86410256410256	1.82775919732441	1.81195335276968	1.90653008962868	1.83489096573209	-0.0664256242601519
Zfp397	ENSMUSG00000024276.7	ENSMUSG00000024276.7_1	5.45475721180943e-06	0.000932763483219413	1.68589743589744	1.71527777777778	1.68632707774799	1.37837837837838	1.65714285714286	-0.555515656194372
Mapre2	ENSMUSG00000024277.14	ENSMUSG00000024277.14_2	2.264696800081e-45	3.42875095532264e-42	1.4619341563786	1.6043228936921	1.58762638420799	1.65395894428152	1.4405705229794	0.109820905160206
Wac	ENSMUSG00000024283.14	ENSMUSG00000024283.14_1	9.21811759657187e-161	1.68875914369197e-157	2.59193548387097	2.28078431372549	2.51792828685259	2.43880208333333	2.51822660098522	-1.45500172895013
